,Lounge Name,Airport,Type Of Lounge,Date Visit,Type Of Traveller,Comfort,Cleanliness,Bar & Beverages,Catering,Washrooms,Staff Service,Recommended,Wifi Connectivity,reviews
368,,Sydney Airport,First Class,,,5.0,5.0,5.0,5.0,5.0,5.0,no,5.0,The Sydney Qantas First Lounge could quite possibly be the best first class lounge on the planet. Great menu premium restaurant style food cooked to order and service excellent. Drink menu and the spa are something else. If your into aviation and like seeing the air field activity and the planes coming and going the view is spectacular. Staff very attentive and the meals papers and Internet service excellent. I've travelled a bit First class and this lounge is the new standard. Five star comfort. Didn't really want to get on the plane.
369,,Houston Hobby Airport,First Class,,,3.0,4.0,3.0,1.0,1.0,1.0,no,4.0,The first class lounge in Houston is pathetic no showers and no food whatsoever except crisps and pre packed biscuits also no champagne. How can they call this First Class I don't know! Business Class lounge is better as they did have a few rather dried up sandwiches.
370,,Chicago O'Hare Airport,First Class,,,3.0,5.0,3.0,5.0,4.0,5.0,no,5.0,Not much in the way of sandwiches or snacks on display but there were some cookies and a modest bar selection. The pre-flight dinner in a private dining area (across the hall actually in the Business Lounge) was excellent with a nice salad and well-prepared entree and a choice of excellent dessert. Nice choice of wines as well. The First lounge itself is actually rather small and feels a bit cramped - very pleasant staff however who let us know that our flight was boarding and were apologetic about the half-hour delay.
371,,London Heathrow Airport,Business Class,,Business,5.0,5.0,5.0,5.0,5.0,5.0,no,5.0,Huge lounge lots of people but no sense of being crowded. Superb selection of liquor including Grey Goose and other premium brands nice wine selection as well. Fairly extensive selection of snacks of all kinds - some of the sandwiches were superb. Huge area with many computer work stations with good high speed internet service.
372,,Hong Kong Airport,First Class,,,5.0,5.0,5.0,3.0,3.0,3.0,no,3.0,Lounge operated by Qantas. Quieter than Business Class Lounge but the food selection was disappointing especially compared to Cathay Pacific. Wireless access was provided by the airport and it was difficult to connect. I don't think this lounge matches the standards of the First Class lounges operated by Cathay Pacific and British Airways.
373,Galleries Lounge,London Heathrow Airport,First Class,,,4.0,5.0,5.0,3.0,4.0,4.0,no,5.0,Although this lounge is modelled on the First Galleries at T5 it does not live up the service and quality of the Concorde Room. However it is a quieter lounge as the BA flights departing from here leave late in the evening so it's not an issue to book a spa treatment. The menu choices were uninspiring and no afternoon tea served. Pre-flight dining however was much better.
374,Galleries Lounge,London Heathrow Airport,Business Class,,Business,5.0,5.0,5.0,4.0,4.0,5.0,no,5.0,T5 galleries super for relaxing or working well designed seating areas. Newspapers & magazines in various locations internet computers fax and copiers. Choice of snacks and well stocked bars. The staff are unobtrusive but on hand if you require assistance.
375,Terraces Lounge ,Jersey Airport,,,,5.0,5.0,5.0,5.0,5.0,5.0,no,5.0,The lounge was spotless and I was greeted warmly by the man behind the desk even though I wasn't travelling with BA and had entered the lounge via Priority Pass. The toilets were clean bar soft drinks and food was all well stocked and the papers and magazines were all current. There's a TV and a monitor displaying flight times. The man in the lounge was so helpful he even let us know when our non BA flight was boarding!
376,Terraces Lounge ,London Gatwick Airport,,,,5.0,5.0,4.0,4.0,4.0,5.0,no,5.0,I went back to this lounge and was surprised to find that they are transforming the outdated Terraces Lounge into a new Galleries lounge similar to ones at Heathrow airport. The selection of hot food remains poor with only soup available but there was the same selection of cold food and drinks. The lounge was extremely busy but there was enough room.
377,La Croix du Sud ,Toulouse Airport,Business Class,,Business,2.0,3.0,3.0,1.0,2.0,4.0,no,3.0,Very small lounge but well staffed and stocked. There was no aircon however which made it very uncomfortable on a day when it soared to 36 celsius. Mobile phones must be switched off. Ricard was the only spirit on offer.
378,Galleries Lounge ,London Heathrow Airport,Business Class,,Business,5.0,5.0,5.0,4.0,4.0,5.0,no,5.0,Once passed security there are two lounges. Tip provided to me by the reception was use the lounge by Gate30 as it has only 9% occupancy. Took the advice and wandered in to a haven of peace and quiet. The food/drink selection was good. Staff were polite and helpful where required.
379,,Athens Airport,Business Class,,Business,4.0,5.0,4.0,3.0,4.0,5.0,no,5.0,Small but very well set lounge with wine bar and eating area business area in far corner. Staff friendly and flights are called. No signs of cut backs.
380,Terraces Lounge ,Chicago O'Hare Airport,Business Class,,Business,4.0,4.0,4.0,1.0,3.0,3.0,no,5.0,This lounge has no windows. It comprises three or four box like rooms including the dining room. The lounge is comfortable and well supplied with drinks and biscuits. The selection of sandwiches was poor two choices plus a wrap of some sort. The pre flight dinner which BA offers for overnight flights to London was cold or lukewarm. Hardly surprising when the chef spent most of his time on the internet in the business section of the lounge instead of in the kitchen! The exception was the excellent sweetcorn chowder of which I had two bowls as the rest of the food was stale and uninviting. Not a patch on the preflight dinner I enjoyed a couple of years ago at JFK. I don't know if this is yet another sign of the diminishing standards with BA or just a lazy chef. No showers either. The rest of the staff were very helpful and gave good service.
381,,London Heathrow Airport,Business Class,,Business,4.0,5.0,5.0,5.0,4.0,4.0,no,4.0,Large and airy lounge with plenty space which is needed at busier times as gets fairly congested! Good selection papers magazines etc. Food readily available and plenty of it! Well cooked too and replenish regularly at busy times. Good selection of alcoholic/non- alcoholic drinks too!
382,,Los Angeles LAX Airport,First Class,,,1.0,3.0,2.0,1.0,2.0,2.0,no,4.0,Worse than any other lounge ever experienced regardless of class of travel! To be fair airport undergoing renovations at time but that did not excuse the poor quality and availability of decent edible food! Poor selection of drinks and lacklustre service. Worst of all the air conditioning was not working and felt like being in a sauna for an hour before flight took off. Avoid like the plague!
